61,12,G,-9472412,,,,,
65,12,G,-9276562,,,,,
69,12,G,-9276562,,,,,
73,15,R,-8819354,,,,,
76,14,R,-8556439,,,,,
81,12,G,-9275026,,,,,
85,12,G,-9538455,,,,,
89,12,G,-9406869,,,,,
93,12,G,-9406869,,,,,
97,12,G,-9472410,,,,,
101,12,G,-9406617,,,,,
105,15,R,-8949398,,,,,
108,14,R,-8949398,,,,,
113,12,G,-9536416,,,,,
117,12,G,-9602465,,,,,
121,12,G,-9472662,,,,,
125,12,G,-9472662,,,,,
129,12,G,-9276310,,,,,
133,12,G,-9210517,,,,,
137,12,G,-9735055,,,,,
141,12,G,-9603469,,,,,
145,12,G,-9537172,,,,,
149,12,G,-9537172,,,,,
154,16,W,-9211021,,,,,
156,16,W,-9211021,,,,,
161,12,G,-9602967,,,,,
165,12,G,-9602967,,,,,
169,12,G,-9537685,,,,,
173,12,G,-9603478,,,,,
178,16,W,-8947849,,,,,
180,16,W,-9145228,,,,,
186,15,R,-8818058,,,,,
188,14,R,-8752264,,,,,
193,12,G,-9144472,,,,,
197,12,G,-9144472,,,,,
201,12,G,-9406604,,,,,
205,12,G,-9406604,,,,,
209,12,G,-8947597,,,,,
213,12,G,-8947597,,,,,
217,12,G,-9208722,,,,,
221,12,G,-9340309,,,,,
225,12,G,-9144201,,,,,
229,12,G,-9275530,,,,,
234,14,R,-8554638,,,,,
236,14,R,-8554638,,,,,
241,16,B,-8816774,,,,,
245,15,B,-8882567,,,,,
250,14,R,-8620687,,,,,
252,14,R,-8554638,,,,,
257,16,B,-8948614,,,,,
261,15,B,-8817028,,,,,
265,12,G,-8947597,,,,,
269,12,G,-9144976,,,,,
273,12,G,-9143695,,,,,
277,12,G,-9077902,,,,,
281,12,G,-9536910,,,,,
285,12,G,-9405068,,,,,
289,12,G,-9143445,,,,,
293,12,G,-9340824,,,,,
297,12,G,-9471376,,,,,
301,12,G,-9471376,,,,,
305,12,G,-9077904,,,,,
309,12,G,-9340820,,,,,
314,16,W,-8947849,,,,,
316,16,W,-8947849,,,,,
321,12,G,-9340309,,,,,
325,12,G,-9208722,,,,,
329,12,G,-9340558,,,,,
333,12,G,-9406352,,,,,
337,16,B,-9145224,,,,,
341,15,B,-8882308,,,,,
345,12,G,-9406615,,,,,
349,12,G,-9077906,,,,,
354,16,W,-9211021,,,,,
356,15,W,-9342607,,,,,
362,14,R,-9014160,,,,,
364,14,R,-8948110,,,,,
369,12,G,-9668756,,,,,
373,12,G,-9668756,,,,,
377,12,G,-9734283,,,,,
381,12,G,-9800076,,,,,
386,14,R,-9014673,,,,,
388,14,R,-9014673,,,,,
393,12,G,-9472914,,,,,
397,12,G,-9406865,,,,,
401,12,G,-9603730,,,,,
405,12,G,-9537937,,,,,
409,12,G,-9538707,,,,,
413,12,G,-9538707,,,,,
418,14,R,-9145748,,,,,
420,14,R,-9145748,,,,,
426,16,W,-9342607,,,,,
428,15,W,-9342607,,,,,
433,15,B,-9343118,,,,,
437,15,B,-9343118,,,,,
441,12,G,-9735568,,,,,
445,12,G,-9735568,,,,,
449,12,G,-9604500,,,,,
453,12,G,-9735829,,,,,
457,12,G,-9735829,,,,,
461,12,G,-9735829,,,,,
465,12,G,-9931676,,,,,
469,12,G,-9865882,,,,,
473,12,G,-9604250,,,,,
477,12,G,-9801373,,,,,
481,15,B,-9474445,,,,,
485,15,B,-9474445,,,,,
489,12,G,-9867668,,,,,
493,12,G,-9867668,,,,,
497,15,B,-9737617,,,,,
501,15,B,-9737617,,,,,
505,12,G,-9801625,,,,,
509,12,G,-9735831,,,,,
513,12,G,-9996956,,,,,
517,12,G,-10194334,,,,,
521,12,G,-9998236,,,,,
525,12,G,-9998236,,,,,
529,12,G,-9931678,,,,,
533,12,G,-10129057,,,,,
538,14,R,-9475224,,,,,
540,14,R,-9475224,,,,,
545,12,G,-10130074,,,,,
549,12,G,-9998488,,,,,
553,12,G,-10195869,,,,,
557,12,G,-9998234,,,,,
562,16,W,-9737365,,,,,
564,15,W,-9803158,,,,,
569,12,G,-10063529,,,,,
573,12,G,-10063529,,,,,
577,12,G,-9999258,,,,,
581,12,G,-10196380,,,,,
585,12,G,-10130326,,,,,
589,12,G,-10130326,,,,,
593,12,G,-9999006,,,,,
597,12,G,-10064799,,,,,
601,12,G,-9802658,,,,,
605,12,G,-10065574,,,,,
609,12,G,-10195869,,,,,
613,12,G,-10195869,,,,,
617,12,G,-10196632,,,,,
621,12,G,-10196632,,,,,
625,12,G,-10589092,,,,,
629,12,G,-10654885,,,,,
634,14,R,-9935771,,,,,
636,14,R,-9935771,,,,,
1,18,G,-9079451,,,,,
4,16,G,-8881815,,,,,
8,18,G,-9013665,,,,,
12,20,R,-8882336,,,,,
17,16,G,-9274273,,,,,
20,17,G,-9142943,,,,,
25,16,G,-8816293,,,,,
28,17,G,-8882086,,,,,
33,16,G,-9275029,,,,,
37,17,G,-9340822,,,,,
41,16,G,-9471906,,,,,
45,17,G,-9406113,,,,,
49,19,R,-9146009,,,,,
52,18,R,-9146009,,,,,
57,16,G,-9536416,,,,,
61,16,G,-9470623,,,,,
65,16,G,-9472158,,,,,
69,16,G,-9472158,,,,,
74,18,R,-8228517,,,,,
76,18,R,-8031137,,,,,
82,17,R,-8949650,,,,,
84,18,R,-8949650,,,,,
89,16,G,-9145242,,,,,
93,16,G,-9079449,,,,,
98,17,R,-8752035,,,,,
100,17,R,-8883364,,,,,
105,16,G,-9013656,,,,,
109,16,G,-9079449,,,,,
113,16,G,-9340810,,,,,
117,16,G,-9537933,,,,,
121,16,G,-9276312,,,,,
125,16,G,-9210519,,,,,
130,17,R,-8752537,,,,,
132,17,R,-8752537,,,,,
137,16,G,-9406869,,,,,
141,16,G,-9538455,,,,,
145,16,G,-9340306,,,,,
149,16,G,-9406356,,,,,
154,17,R,-8883603,,,,,
156,17,R,-8883603,,,,,
162,17,R,-9079703,,,,,
164,17,R,-9145496,,,,,
170,17,R,-8883092,,,,,
172,17,R,-8817042,,,,,
177,16,G,-9143699,,,,,
181,16,G,-9143699,,,,,
185,16,G,-9471626,,,,,
189,16,G,-9274504,,,,,
193,16,G,-9013394,,,,,
197,16,G,-9013394,,,,,
201,16,G,-8881804,,,,,
205,16,G,-8947597,,,,,
209,16,G,-9600916,,,,,
213,16,G,-9600916,,,,,
217,16,G,-9274000,,,,,
221,16,G,-9471378,,,,,
225,16,G,-9208718,,,,,
229,16,G,-9208718,,,,,
234,17,R,-8816776,,,,,
236,17,R,-8816776,,,,,
242,17,R,-8882569,,,,,
244,17,R,-8948362,,,,,
250,16,R,-8620687,,,,,
252,17,R,-8554638,,,,,
258,20,W,-8882056,,,,,
260,19,W,-8882056,,,,,
266,20,W,-8882056,,,,,
268,19,W,-8882056,,,,,
274,16,R,-8554640,,,,,
276,16,R,-8554640,,,,,
282,20,W,-8882056,,,,,
284,19,W,-8882056,,,,,
289,16,G,-9208972,,,,,
293,16,G,-9274765,,,,,
298,16,R,-8358544,,,,,
300,16,R,-8621460,,,,,
305,16,G,-9405329,,,,,
309,16,G,-9274000,,,,,
313,16,G,-9078156,,,,,
317,16,G,-9275278,,,,,
322,19,W,-8947849,,,,,
324,19,W,-8947849,,,,,
329,19,B,-9405572,,,,,
333,19,B,-9537158,,,,,
337,16,G,-9274775,,,,,
341,16,G,-9077652,,,,,
345,16,G,-9537424,,,,,
349,16,G,-9274252,,,,,
353,16,G,-9208468,,,,,
357,16,G,-9603226,,,,,
361,16,G,-9145226,,,,,
365,19,B,-8948103,,,,,
369,16,G,-9537937,,,,,
373,16,G,-9537937,,,,,
377,19,B,-9013896,,,,,
381,16,G,-9276812,,,,,
385,16,G,-9341072,,,,,
389,16,G,-9406865,,,,,
393,19,B,-9277316,,,,,
397,19,B,-9277316,,,,,
401,16,G,-9276562,,,,,
405,16,G,-9210769,,,,,
409,16,G,-9603469,,,,,
413,16,G,-9669262,,,,,
418,16,R,-9146261,,,,,
420,16,R,-9146261,,,,,
426,16,R,-9145998,,,,,
428,16,R,-9211791,,,,,
434,16,R,-9211802,,,,,
436,16,R,-9146009,,,,,
441,16,G,-9408152,,,,,
445,16,G,-9276310,,,,,
449,16,G,-9735566,,,,,
453,16,G,-9735566,,,,,
458,16,R,-9212054,,,,,
460,16,R,-9343641,,,,,
465,16,G,-9538703,,,,,
469,16,G,-9604752,,,,,
473,16,G,-9342618,,,,,
477,16,G,-9408412,,,,,
481,16,G,-9736081,,,,,
485,16,G,-9801875,,,,,
489,16,G,-9538453,,,,,
493,16,G,-9801625,,,,,
497,16,G,-9866134,,,,,
501,16,G,-9866134,,,,,
505,16,G,-9473692,,,,,
509,16,G,-9407898,,,,,
513,16,G,-10064018,,,,,
517,16,G,-9932431,,,,,
521,16,G,-10063764,,,,,
525,16,G,-10063764,,,,,
529,16,G,-9932961,,,,,
533,16,G,-9867168,,,,,
538,16,R,-9606047,,,,,
540,16,R,-9540254,,,,,
545,16,G,-9867416,,,,,
549,16,G,-9801623,,,,,
553,16,G,-10326435,,,,,
557,16,G,-10129057,,,,,
562,19,W,-9803158,,,,,
564,19,W,-9737365,,,,,
569,16,G,-9933211,,,,,
573,16,G,-9999004,,,,,
578,16,R,-9409697,,,,,
580,16,R,-9672613,,,,,
586,16,R,-9279392,,,,,
588,16,R,-9279392,,,,,
593,16,G,-10063266,,,,,
597,16,G,-10326181,,,,,
601,16,G,-9868701,,,,,
605,16,G,-9934494,,,,,
609,19,B,-10196884,,,,,
613,19,B,-10065299,,,,,
618,19,W,-9934744,,,,,
620,19,W,-9934744,,,,,
625,16,G,-9934242,,,,,
629,16,G,-9934242,,,,,
633,19,B,-9739412,,,,,
637,19,B,-9805205,,,,,
1,22,G,-9733281,,,,,
4,20,G,-9404316,,,,,
8,25,B,-9341576,,,,,
13,23,B,-9144197,,,,,
17,22,G,-9274015,,,,,
20,20,G,-9274015,,,,,
25,21,R,-8554901,,,,,
29,20,R,-8554901,,,,,
33,21,G,-9144722,,,,,
36,20,G,-9144722,,,,,
41,21,R,-8752796,,,,,
45,20,R,-8687003,,,,,
49,21,R,-9079962,,,,,
53,20,R,-9014169,,,,,
58,20,G,-9733016,,,,,
60,20,G,-9667223,,,,,
66,20,G,-9077652,,,,,
68,20,G,-9406617,,,,,
74,20,G,-9144472,,,,,
76,20,G,-9144472,,,,,
82,20,G,-9406869,,,,,
84,20,G,-9406869,,,,,
89,20,R,-8883351,,,,,
93,20,R,-8883351,,,,,
98,20,G,-8947351,,,,,
100,20,G,-9210267,,,,,
106,20,G,-9210265,,,,,
108,20,G,-9210265,,,,,
114,20,G,-9340572,,,,,
116,20,G,-9406365,,,,,
121,20,R,-8883353,,,,,
125,20,R,-8817560,,,,,
130,20,G,-9407117,,,,,
132,20,G,-9407117,,,,,
138,20,G,-9275026,,,,,
140,20,G,-9472662,,,,,
146,20,G,-9340311,,,,,
148,20,G,-9340311,,,,,
154,20,G,-9340306,,,,,
156,20,G,-9603478,,,,,
162,20,G,-9472914,,,,,
164,20,G,-9406865,,,,,
170,20,G,-9143697,,,,,
172,20,G,-9340820,,,,,
178,20,G,-9275280,,,,,
180,20,G,-9275280,,,,,
186,20,G,-9405070,,,,,
188,20,G,-9405070,,,,,
194,20,G,-9143699,,,,,
196,20,G,-9077906,,,,,
202,23,W,-8882056,,,,,
204,23,W,-9013642,,,,,
210,20,G,-9208720,,,,,
212,20,G,-9208720,,,,,
218,20,G,-9077902,,,,,
220,20,G,-9077902,,,,,
226,20,G,-9208718,,,,,
228,20,G,-9208718,,,,,
233,20,R,-8554642,,,,,
237,20,R,-8554642,,,,,
241,22,B,-8948103,,,,,
245,22,B,-8948103,,,,,
250,20,G,-8816011,,,,,
252,20,G,-8881804,,,,,
258,20,G,-9078156,,,,,
260,20,G,-9078156,,,,,
266,20,G,-9209222,,,,,
268,20,G,-9209222,,,,,
274,23,W,-8882056,,,,,
276,23,W,-8816263,,,,,
281,22,B,-8686460,,,,,
285,22,B,-8686460,,,,,
290,20,G,-9209224,,,,,
